id;reportsuitename;data;hour;termo;quantidade;arquivo;createdat
1769;EX - Extra.com.br;09/08/2018;8;j7 prime;56;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1770;EX - Extra.com.br;09/08/2018;8;notebook;61;Thu.  9 Aug. 2018 (Hour 8);2018-08-14 15:54:13.0000000
1771;EX - Extra.com.br;09/08/2018;9;iphone;151;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1772;EX - Extra.com.br;09/08/2018;9;tablet;156;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1773;EX - Extra.com.br;09/08/2018;9;microondas;107;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1774;EX - Extra.com.br;09/08/2018;9;extra online;53;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1775;EX - Extra.com.br;09/08/2018;9;pneu aro 14;43;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1776;EX - Extra.com.br;09/08/2018;9;cadastro clube extra;86;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1777;EX - Extra.com.br;09/08/2018;9;relÃ³gio masculino;35;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1778;EX - Extra.com.br;09/08/2018;9;cadeira escritÃ³rio;72;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1779;EX - Extra.com.br;09/08/2018;9;j7 prime;54;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1780;EX - Extra.com.br;09/08/2018;9;notebook;60;Thu.  9 Aug. 2018 (Hour 9);2018-08-14 15:54:13.0000000
1781;EX - Extra.com.br;09/08/2018;10;iphone;180;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1782;EX - Extra.com.br;09/08/2018;10;tablet;152;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1783;EX - Extra.com.br;09/08/2018;10;microondas;98;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1784;EX - Extra.com.br;09/08/2018;10;extra online;78;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1785;EX - Extra.com.br;09/08/2018;10;pneu aro 14;110;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1786;EX - Extra.com.br;09/08/2018;10;cadastro clube extra;91;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1787;EX - Extra.com.br;09/08/2018;10;relÃ³gio masculino;36;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1788;EX - Extra.com.br;09/08/2018;10;cadeira escritÃ³rio;70;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1789;EX - Extra.com.br;09/08/2018;10;j7 prime;141;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1790;EX - Extra.com.br;09/08/2018;10;notebook;39;Thu.  9 Aug. 2018 (Hour 10);2018-08-14 15:54:13.0000000
1791;EX - Extra.com.br;09/08/2018;11;iphone;144;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1792;EX - Extra.com.br;09/08/2018;11;tablet;90;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1793;EX - Extra.com.br;09/08/2018;11;microondas;135;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1794;EX - Extra.com.br;09/08/2018;11;extra online;63;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1795;EX - Extra.com.br;09/08/2018;11;pneu aro 14;49;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1796;EX - Extra.com.br;09/08/2018;11;cadastro clube extra;93;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1797;EX - Extra.com.br;09/08/2018;11;relÃ³gio masculino;67;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1798;EX - Extra.com.br;09/08/2018;11;cadeira escritÃ³rio;64;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1799;EX - Extra.com.br;09/08/2018;11;j7 prime;66;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1800;EX - Extra.com.br;09/08/2018;11;notebook;88;Thu.  9 Aug. 2018 (Hour 11);2018-08-14 15:54:13.0000000
1801;EX - Extra.com.br;09/08/2018;12;iphone;100;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1802;EX - Extra.com.br;09/08/2018;12;tablet;72;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1803;EX - Extra.com.br;09/08/2018;12;microondas;114;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1804;EX - Extra.com.br;09/08/2018;12;extra online;75;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1805;EX - Extra.com.br;09/08/2018;12;pneu aro 14;140;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1806;EX - Extra.com.br;09/08/2018;12;cadastro clube extra;78;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1807;EX - Extra.com.br;09/08/2018;12;relÃ³gio masculino;48;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1808;EX - Extra.com.br;09/08/2018;12;cadeira escritÃ³rio;69;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1809;EX - Extra.com.br;09/08/2018;12;j7 prime;76;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1810;EX - Extra.com.br;09/08/2018;12;notebook;62;Thu.  9 Aug. 2018 (Hour 12);2018-08-14 15:54:13.0000000
1811;EX - Extra.com.br;09/08/2018;13;iphone;175;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1812;EX - Extra.com.br;09/08/2018;13;tablet;95;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1813;EX - Extra.com.br;09/08/2018;13;microondas;67;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1814;EX - Extra.com.br;09/08/2018;13;extra online;63;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1815;EX - Extra.com.br;09/08/2018;13;pneu aro 14;55;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1816;EX - Extra.com.br;09/08/2018;13;cadastro clube extra;109;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1817;EX - Extra.com.br;09/08/2018;13;relÃ³gio masculino;124;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1818;EX - Extra.com.br;09/08/2018;13;cadeira escritÃ³rio;88;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1819;EX - Extra.com.br;09/08/2018;13;j7 prime;49;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1820;EX - Extra.com.br;09/08/2018;13;notebook;50;Thu.  9 Aug. 2018 (Hour 13);2018-08-14 15:54:13.0000000
1821;EX - Extra.com.br;09/08/2018;14;iphone;116;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1822;EX - Extra.com.br;09/08/2018;14;tablet;94;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1823;EX - Extra.com.br;09/08/2018;14;microondas;132;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1824;EX - Extra.com.br;09/08/2018;14;extra online;103;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1825;EX - Extra.com.br;09/08/2018;14;pneu aro 14;119;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1826;EX - Extra.com.br;09/08/2018;14;cadastro clube extra;111;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1827;EX - Extra.com.br;09/08/2018;14;relÃ³gio masculino;59;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1828;EX - Extra.com.br;09/08/2018;14;cadeira escritÃ³rio;120;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1829;EX - Extra.com.br;09/08/2018;14;j7 prime;70;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1830;EX - Extra.com.br;09/08/2018;14;notebook;91;Thu.  9 Aug. 2018 (Hour 14);2018-08-14 15:54:13.0000000
1831;EX - Extra.com.br;09/08/2018;15;iphone;122;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1832;EX - Extra.com.br;09/08/2018;15;tablet;189;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1833;EX - Extra.com.br;09/08/2018;15;microondas;62;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1834;EX - Extra.com.br;09/08/2018;15;extra online;57;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1835;EX - Extra.com.br;09/08/2018;15;pneu aro 14;84;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1836;EX - Extra.com.br;09/08/2018;15;cadastro clube extra;87;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1837;EX - Extra.com.br;09/08/2018;15;relÃ³gio masculino;43;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1838;EX - Extra.com.br;09/08/2018;15;cadeira escritÃ³rio;95;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1839;EX - Extra.com.br;09/08/2018;15;j7 prime;49;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1840;EX - Extra.com.br;09/08/2018;15;notebook;47;Thu.  9 Aug. 2018 (Hour 15);2018-08-14 15:54:13.0000000
1841;EX - Extra.com.br;09/08/2018;16;iphone;150;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1842;EX - Extra.com.br;09/08/2018;16;tablet;132;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1843;EX - Extra.com.br;09/08/2018;16;microondas;32;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1844;EX - Extra.com.br;09/08/2018;16;extra online;72;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1845;EX - Extra.com.br;09/08/2018;16;pneu aro 14;47;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1846;EX - Extra.com.br;09/08/2018;16;cadastro clube extra;94;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1847;EX - Extra.com.br;09/08/2018;16;relÃ³gio masculino;84;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1848;EX - Extra.com.br;09/08/2018;16;cadeira escritÃ³rio;57;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1849;EX - Extra.com.br;09/08/2018;16;j7 prime;51;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1850;EX - Extra.com.br;09/08/2018;16;notebook;75;Thu.  9 Aug. 2018 (Hour 16);2018-08-14 15:54:13.0000000
1851;EX - Extra.com.br;09/08/2018;17;iphone;103;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1852;EX - Extra.com.br;09/08/2018;17;tablet;84;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1853;EX - Extra.com.br;09/08/2018;17;microondas;71;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1854;EX - Extra.com.br;09/08/2018;17;extra online;87;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1855;EX - Extra.com.br;09/08/2018;17;pneu aro 14;97;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1856;EX - Extra.com.br;09/08/2018;17;cadastro clube extra;66;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1857;EX - Extra.com.br;09/08/2018;17;relÃ³gio masculino;75;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1858;EX - Extra.com.br;09/08/2018;17;cadeira escritÃ³rio;76;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1859;EX - Extra.com.br;09/08/2018;17;j7 prime;55;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1860;EX - Extra.com.br;09/08/2018;17;notebook;63;Thu.  9 Aug. 2018 (Hour 17);2018-08-14 15:54:13.0000000
1861;EX - Extra.com.br;09/08/2018;18;iphone;89;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1862;EX - Extra.com.br;09/08/2018;18;tablet;74;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1863;EX - Extra.com.br;09/08/2018;18;microondas;76;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1864;EX - Extra.com.br;09/08/2018;18;extra online;45;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1865;EX - Extra.com.br;09/08/2018;18;pneu aro 14;27;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1866;EX - Extra.com.br;09/08/2018;18;cadastro clube extra;43;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1867;EX - Extra.com.br;09/08/2018;18;relÃ³gio masculino;92;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1868;EX - Extra.com.br;09/08/2018;18;cadeira escritÃ³rio;72;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1869;EX - Extra.com.br;09/08/2018;18;j7 prime;55;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1870;EX - Extra.com.br;09/08/2018;18;notebook;48;Thu.  9 Aug. 2018 (Hour 18);2018-08-14 15:54:13.0000000
1871;EX - Extra.com.br;09/08/2018;19;iphone;89;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1872;EX - Extra.com.br;09/08/2018;19;tablet;110;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1873;EX - Extra.com.br;09/08/2018;19;microondas;68;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1874;EX - Extra.com.br;09/08/2018;19;extra online;70;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1875;EX - Extra.com.br;09/08/2018;19;pneu aro 14;52;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1876;EX - Extra.com.br;09/08/2018;19;cadastro clube extra;58;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1877;EX - Extra.com.br;09/08/2018;19;relÃ³gio masculino;89;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1878;EX - Extra.com.br;09/08/2018;19;cadeira escritÃ³rio;65;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1879;EX - Extra.com.br;09/08/2018;19;j7 prime;56;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1880;EX - Extra.com.br;09/08/2018;19;notebook;98;Thu.  9 Aug. 2018 (Hour 19);2018-08-14 15:54:13.0000000
1881;EX - Extra.com.br;09/08/2018;20;iphone;162;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1882;EX - Extra.com.br;09/08/2018;20;tablet;64;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1883;EX - Extra.com.br;09/08/2018;20;microondas;52;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1884;EX - Extra.com.br;09/08/2018;20;extra online;96;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1885;EX - Extra.com.br;09/08/2018;20;pneu aro 14;39;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1886;EX - Extra.com.br;09/08/2018;20;cadastro clube extra;64;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1887;EX - Extra.com.br;09/08/2018;20;relÃ³gio masculino;15;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1888;EX - Extra.com.br;09/08/2018;20;cadeira escritÃ³rio;51;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1889;EX - Extra.com.br;09/08/2018;20;j7 prime;82;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1890;EX - Extra.com.br;09/08/2018;20;notebook;39;Thu.  9 Aug. 2018 (Hour 20);2018-08-14 15:54:13.0000000
1891;EX - Extra.com.br;09/08/2018;21;iphone;129;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1892;EX - Extra.com.br;09/08/2018;21;tablet;136;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1893;EX - Extra.com.br;09/08/2018;21;microondas;51;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1894;EX - Extra.com.br;09/08/2018;21;extra online;89;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1895;EX - Extra.com.br;09/08/2018;21;pneu aro 14;64;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1896;EX - Extra.com.br;09/08/2018;21;cadastro clube extra;52;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1897;EX - Extra.com.br;09/08/2018;21;relÃ³gio masculino;104;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1898;EX - Extra.com.br;09/08/2018;21;cadeira escritÃ³rio;72;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1899;EX - Extra.com.br;09/08/2018;21;j7 prime;52;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1900;EX - Extra.com.br;09/08/2018;21;notebook;86;Thu.  9 Aug. 2018 (Hour 21);2018-08-14 15:54:13.0000000
1901;EX - Extra.com.br;09/08/2018;22;iphone;115;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1902;EX - Extra.com.br;09/08/2018;22;tablet;89;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1903;EX - Extra.com.br;09/08/2018;22;microondas;87;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1904;EX - Extra.com.br;09/08/2018;22;extra online;104;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1905;EX - Extra.com.br;09/08/2018;22;pneu aro 14;58;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1906;EX - Extra.com.br;09/08/2018;22;cadastro clube extra;34;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1907;EX - Extra.com.br;09/08/2018;22;relÃ³gio masculino;99;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1908;EX - Extra.com.br;09/08/2018;22;cadeira escritÃ³rio;9;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1909;EX - Extra.com.br;09/08/2018;22;j7 prime;73;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1910;EX - Extra.com.br;09/08/2018;22;notebook;52;Thu.  9 Aug. 2018 (Hour 22);2018-08-14 15:54:13.0000000
1911;EX - Extra.com.br;09/08/2018;23;iphone;46;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1912;EX - Extra.com.br;09/08/2018;23;tablet;32;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1913;EX - Extra.com.br;09/08/2018;23;microondas;54;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1914;EX - Extra.com.br;09/08/2018;23;extra online;42;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1915;EX - Extra.com.br;09/08/2018;23;pneu aro 14;54;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1916;EX - Extra.com.br;09/08/2018;23;cadastro clube extra;23;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1917;EX - Extra.com.br;09/08/2018;23;relÃ³gio masculino;37;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1918;EX - Extra.com.br;09/08/2018;23;cadeira escritÃ³rio;32;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1919;EX - Extra.com.br;09/08/2018;23;j7 prime;32;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1920;EX - Extra.com.br;09/08/2018;23;notebook;7;Thu.  9 Aug. 2018 (Hour 23);2018-08-14 15:54:13.0000000
1921;PF - Pontofrio.com;09/08/2018;0;notebook;19;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1922;PF - Pontofrio.com;09/08/2018;0;iphone;86;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1923;PF - Pontofrio.com;09/08/2018;0;celular;44;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1924;PF - Pontofrio.com;09/08/2018;0;guarda roupas de casal;14;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1925;PF - Pontofrio.com;09/08/2018;0;iphone 8;33;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1926;PF - Pontofrio.com;09/08/2018;0;iphone 7;33;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1927;PF - Pontofrio.com;09/08/2018;0;microondas;9;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1928;PF - Pontofrio.com;09/08/2018;0;geladeira;6;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1929;PF - Pontofrio.com;09/08/2018;0;j7 pro;32;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1930;PF - Pontofrio.com;09/08/2018;0;moto g6;40;Thu.  9 Aug. 2018;2018-08-14 15:54:19.0000000
1931;PF - Pontofrio.com;09/08/2018;1;notebook;2;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1932;PF - Pontofrio.com;09/08/2018;1;iphone;25;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1933;PF - Pontofrio.com;09/08/2018;1;celular;16;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1934;PF - Pontofrio.com;09/08/2018;1;guarda roupas de casal;97;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1935;PF - Pontofrio.com;09/08/2018;1;iphone 8;51;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1936;PF - Pontofrio.com;09/08/2018;1;iphone 7;7;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1937;PF - Pontofrio.com;09/08/2018;1;microondas;1;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1938;PF - Pontofrio.com;09/08/2018;1;geladeira;4;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1939;PF - Pontofrio.com;09/08/2018;1;j7 pro;8;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1940;PF - Pontofrio.com;09/08/2018;1;moto g6;1;Thu.  9 Aug. 2018 (Hour 1);2018-08-14 15:54:19.0000000
1941;PF - Pontofrio.com;09/08/2018;2;notebook;2;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1942;PF - Pontofrio.com;09/08/2018;2;iphone;17;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1943;PF - Pontofrio.com;09/08/2018;2;celular;29;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1944;PF - Pontofrio.com;09/08/2018;2;guarda roupas de casal;59;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1945;PF - Pontofrio.com;09/08/2018;2;iphone 8;5;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1946;PF - Pontofrio.com;09/08/2018;2;iphone 7;4;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1947;PF - Pontofrio.com;09/08/2018;2;microondas;1;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1948;PF - Pontofrio.com;09/08/2018;2;geladeira;2;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1949;PF - Pontofrio.com;09/08/2018;2;j7 pro;2;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1950;PF - Pontofrio.com;09/08/2018;2;moto g6;6;Thu.  9 Aug. 2018 (Hour 2);2018-08-14 15:54:19.0000000
1951;PF - Pontofrio.com;09/08/2018;3;notebook;2;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1952;PF - Pontofrio.com;09/08/2018;3;iphone;2;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1953;PF - Pontofrio.com;09/08/2018;3;celular;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1954;PF - Pontofrio.com;09/08/2018;3;guarda roupas de casal;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1955;PF - Pontofrio.com;09/08/2018;3;iphone 8;4;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1956;PF - Pontofrio.com;09/08/2018;3;iphone 7;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1957;PF - Pontofrio.com;09/08/2018;3;microondas;0;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1958;PF - Pontofrio.com;09/08/2018;3;geladeira;11;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1959;PF - Pontofrio.com;09/08/2018;3;j7 pro;2;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1960;PF - Pontofrio.com;09/08/2018;3;moto g6;2;Thu.  9 Aug. 2018 (Hour 3);2018-08-14 15:54:19.0000000
1961;PF - Pontofrio.com;09/08/2018;4;notebook;22;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
1962;PF - Pontofrio.com;09/08/2018;4;iphone;11;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
1963;PF - Pontofrio.com;09/08/2018;4;celular;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
1964;PF - Pontofrio.com;09/08/2018;4;guarda roupas de casal;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
1965;PF - Pontofrio.com;09/08/2018;4;iphone 8;0;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
1966;PF - Pontofrio.com;09/08/2018;4;iphone 7;2;Thu.  9 Aug. 2018 (Hour 4);2018-08-14 15:54:19.0000000
