id|reportsuiteid|reportsuitename|data|hour|termo|quantidade|createdat
2279||CM - Casas Bahia Mobile|09/08/2018|11|iphone|197|2018-08-14 15:54:25.0000000
2280||CM - Casas Bahia Mobile|09/08/2018|11|notebook|272|2018-08-14 15:54:25.0000000
2281||CM - Casas Bahia Mobile|09/08/2018|12|guarda roupa|603|2018-08-14 15:54:25.0000000
2282||CM - Casas Bahia Mobile|09/08/2018|12|smart tv|234|2018-08-14 15:54:25.0000000
2283||CM - Casas Bahia Mobile|09/08/2018|12|celular|271|2018-08-14 15:54:25.0000000
2284||CM - Casas Bahia Mobile|09/08/2018|12|cama box casal|231|2018-08-14 15:54:25.0000000
2285||CM - Casas Bahia Mobile|09/08/2018|12|geladeira|232|2018-08-14 15:54:25.0000000
2286||CM - Casas Bahia Mobile|09/08/2018|12|microondas|201|2018-08-14 15:54:25.0000000
2287||CM - Casas Bahia Mobile|09/08/2018|12|geladeira frost free|187|2018-08-14 15:54:25.0000000
2288||CM - Casas Bahia Mobile|09/08/2018|12|painel para tv|255|2018-08-14 15:54:25.0000000
2289||CM - Casas Bahia Mobile|09/08/2018|12|iphone|204|2018-08-14 15:54:25.0000000
2290||CM - Casas Bahia Mobile|09/08/2018|12|notebook|291|2018-08-14 15:54:25.0000000
2291||CM - Casas Bahia Mobile|09/08/2018|13|guarda roupa|590|2018-08-14 15:54:25.0000000
2292||CM - Casas Bahia Mobile|09/08/2018|13|smart tv|326|2018-08-14 15:54:25.0000000
2293||CM - Casas Bahia Mobile|09/08/2018|13|celular|265|2018-08-14 15:54:25.0000000
2294||CM - Casas Bahia Mobile|09/08/2018|13|cama box casal|173|2018-08-14 15:54:25.0000000
2295||CM - Casas Bahia Mobile|09/08/2018|13|geladeira|220|2018-08-14 15:54:25.0000000
2296||CM - Casas Bahia Mobile|09/08/2018|13|microondas|272|2018-08-14 15:54:25.0000000
2297||CM - Casas Bahia Mobile|09/08/2018|13|geladeira frost free|168|2018-08-14 15:54:25.0000000
2298||CM - Casas Bahia Mobile|09/08/2018|13|painel para tv|225|2018-08-14 15:54:25.0000000
2299||CM - Casas Bahia Mobile|09/08/2018|13|iphone|235|2018-08-14 15:54:25.0000000
2300||CM - Casas Bahia Mobile|09/08/2018|13|notebook|165|2018-08-14 15:54:25.0000000
2301||CM - Casas Bahia Mobile|09/08/2018|14|guarda roupa|537|2018-08-14 15:54:25.0000000
2302||CM - Casas Bahia Mobile|09/08/2018|14|smart tv|279|2018-08-14 15:54:25.0000000
2303||CM - Casas Bahia Mobile|09/08/2018|14|celular|178|2018-08-14 15:54:25.0000000
2304||CM - Casas Bahia Mobile|09/08/2018|14|cama box casal|180|2018-08-14 15:54:25.0000000
2305||CM - Casas Bahia Mobile|09/08/2018|14|geladeira|217|2018-08-14 15:54:25.0000000
2306||CM - Casas Bahia Mobile|09/08/2018|14|microondas|183|2018-08-14 15:54:25.0000000
2307||CM - Casas Bahia Mobile|09/08/2018|14|geladeira frost free|182|2018-08-14 15:54:25.0000000
2308||CM - Casas Bahia Mobile|09/08/2018|14|painel para tv|136|2018-08-14 15:54:25.0000000
2309||CM - Casas Bahia Mobile|09/08/2018|14|iphone|210|2018-08-14 15:54:25.0000000
2310||CM - Casas Bahia Mobile|09/08/2018|14|notebook|175|2018-08-14 15:54:25.0000000
2311||CM - Casas Bahia Mobile|09/08/2018|15|guarda roupa|617|2018-08-14 15:54:25.0000000
2312||CM - Casas Bahia Mobile|09/08/2018|15|smart tv|254|2018-08-14 15:54:25.0000000
2313||CM - Casas Bahia Mobile|09/08/2018|15|celular|208|2018-08-14 15:54:25.0000000
2314||CM - Casas Bahia Mobile|09/08/2018|15|cama box casal|251|2018-08-14 15:54:25.0000000
2315||CM - Casas Bahia Mobile|09/08/2018|15|geladeira|195|2018-08-14 15:54:25.0000000
2316||CM - Casas Bahia Mobile|09/08/2018|15|microondas|203|2018-08-14 15:54:25.0000000
2317||CM - Casas Bahia Mobile|09/08/2018|15|geladeira frost free|165|2018-08-14 15:54:25.0000000
2318||CM - Casas Bahia Mobile|09/08/2018|15|painel para tv|159|2018-08-14 15:54:25.0000000
2319||CM - Casas Bahia Mobile|09/08/2018|15|iphone|171|2018-08-14 15:54:25.0000000
2320||CM - Casas Bahia Mobile|09/08/2018|15|notebook|250|2018-08-14 15:54:25.0000000
2321||CM - Casas Bahia Mobile|09/08/2018|16|guarda roupa|498|2018-08-14 15:54:25.0000000
2322||CM - Casas Bahia Mobile|09/08/2018|16|smart tv|282|2018-08-14 15:54:25.0000000
2323||CM - Casas Bahia Mobile|09/08/2018|16|celular|260|2018-08-14 15:54:25.0000000
2324||CM - Casas Bahia Mobile|09/08/2018|16|cama box casal|257|2018-08-14 15:54:25.0000000
2325||CM - Casas Bahia Mobile|09/08/2018|16|geladeira|353|2018-08-14 15:54:25.0000000
2326||CM - Casas Bahia Mobile|09/08/2018|16|microondas|211|2018-08-14 15:54:25.0000000
2327||CM - Casas Bahia Mobile|09/08/2018|16|geladeira frost free|177|2018-08-14 15:54:25.0000000
2328||CM - Casas Bahia Mobile|09/08/2018|16|painel para tv|187|2018-08-14 15:54:25.0000000
2329||CM - Casas Bahia Mobile|09/08/2018|16|iphone|202|2018-08-14 15:54:25.0000000
2330||CM - Casas Bahia Mobile|09/08/2018|16|notebook|239|2018-08-14 15:54:25.0000000
2331||CM - Casas Bahia Mobile|09/08/2018|17|guarda roupa|456|2018-08-14 15:54:25.0000000
2332||CM - Casas Bahia Mobile|09/08/2018|17|smart tv|322|2018-08-14 15:54:25.0000000
2333||CM - Casas Bahia Mobile|09/08/2018|17|celular|202|2018-08-14 15:54:25.0000000
2334||CM - Casas Bahia Mobile|09/08/2018|17|cama box casal|248|2018-08-14 15:54:25.0000000
2335||CM - Casas Bahia Mobile|09/08/2018|17|geladeira|195|2018-08-14 15:54:25.0000000
2336||CM - Casas Bahia Mobile|09/08/2018|17|microondas|275|2018-08-14 15:54:25.0000000
2337||CM - Casas Bahia Mobile|09/08/2018|17|geladeira frost free|229|2018-08-14 15:54:25.0000000
2338||CM - Casas Bahia Mobile|09/08/2018|17|painel para tv|234|2018-08-14 15:54:25.0000000
2339||CM - Casas Bahia Mobile|09/08/2018|17|iphone|195|2018-08-14 15:54:25.0000000
2340||CM - Casas Bahia Mobile|09/08/2018|17|notebook|172|2018-08-14 15:54:25.0000000
2341||CM - Casas Bahia Mobile|09/08/2018|18|guarda roupa|571|2018-08-14 15:54:25.0000000
2342||CM - Casas Bahia Mobile|09/08/2018|18|smart tv|413|2018-08-14 15:54:25.0000000
2343||CM - Casas Bahia Mobile|09/08/2018|18|celular|341|2018-08-14 15:54:25.0000000
2344||CM - Casas Bahia Mobile|09/08/2018|18|cama box casal|338|2018-08-14 15:54:25.0000000
2345||CM - Casas Bahia Mobile|09/08/2018|18|geladeira|278|2018-08-14 15:54:25.0000000
2346||CM - Casas Bahia Mobile|09/08/2018|18|microondas|322|2018-08-14 15:54:25.0000000
2347||CM - Casas Bahia Mobile|09/08/2018|18|geladeira frost free|322|2018-08-14 15:54:25.0000000
2348||CM - Casas Bahia Mobile|09/08/2018|18|painel para tv|296|2018-08-14 15:54:25.0000000
2349||CM - Casas Bahia Mobile|09/08/2018|18|iphone|309|2018-08-14 15:54:25.0000000
2350||CM - Casas Bahia Mobile|09/08/2018|18|notebook|232|2018-08-14 15:54:25.0000000
2351||CM - Casas Bahia Mobile|09/08/2018|19|guarda roupa|931|2018-08-14 15:54:25.0000000
2352||CM - Casas Bahia Mobile|09/08/2018|19|smart tv|446|2018-08-14 15:54:25.0000000
2353||CM - Casas Bahia Mobile|09/08/2018|19|celular|396|2018-08-14 15:54:25.0000000
2354||CM - Casas Bahia Mobile|09/08/2018|19|cama box casal|361|2018-08-14 15:54:25.0000000
2355||CM - Casas Bahia Mobile|09/08/2018|19|geladeira|353|2018-08-14 15:54:25.0000000
2356||CM - Casas Bahia Mobile|09/08/2018|19|microondas|311|2018-08-14 15:54:25.0000000
2357||CM - Casas Bahia Mobile|09/08/2018|19|geladeira frost free|338|2018-08-14 15:54:25.0000000
2358||CM - Casas Bahia Mobile|09/08/2018|19|painel para tv|327|2018-08-14 15:54:25.0000000
2359||CM - Casas Bahia Mobile|09/08/2018|19|iphone|275|2018-08-14 15:54:25.0000000
2360||CM - Casas Bahia Mobile|09/08/2018|19|notebook|290|2018-08-14 15:54:25.0000000
2361||CM - Casas Bahia Mobile|09/08/2018|20|guarda roupa|853|2018-08-14 15:54:25.0000000
2362||CM - Casas Bahia Mobile|09/08/2018|20|smart tv|506|2018-08-14 15:54:25.0000000
2363||CM - Casas Bahia Mobile|09/08/2018|20|celular|440|2018-08-14 15:54:25.0000000
2364||CM - Casas Bahia Mobile|09/08/2018|20|cama box casal|526|2018-08-14 15:54:25.0000000
2365||CM - Casas Bahia Mobile|09/08/2018|20|geladeira|418|2018-08-14 15:54:25.0000000
2366||CM - Casas Bahia Mobile|09/08/2018|20|microondas|356|2018-08-14 15:54:25.0000000
2367||CM - Casas Bahia Mobile|09/08/2018|20|geladeira frost free|405|2018-08-14 15:54:25.0000000
2368||CM - Casas Bahia Mobile|09/08/2018|20|painel para tv|340|2018-08-14 15:54:25.0000000
2369||CM - Casas Bahia Mobile|09/08/2018|20|iphone|350|2018-08-14 15:54:25.0000000
2370||CM - Casas Bahia Mobile|09/08/2018|20|notebook|338|2018-08-14 15:54:25.0000000
2371||CM - Casas Bahia Mobile|09/08/2018|21|guarda roupa|987|2018-08-14 15:54:25.0000000
2372||CM - Casas Bahia Mobile|09/08/2018|21|smart tv|701|2018-08-14 15:54:25.0000000
2373||CM - Casas Bahia Mobile|09/08/2018|21|celular|530|2018-08-14 15:54:25.0000000
2374||CM - Casas Bahia Mobile|09/08/2018|21|cama box casal|598|2018-08-14 15:54:25.0000000
2375||CM - Casas Bahia Mobile|09/08/2018|21|geladeira|446|2018-08-14 15:54:25.0000000
2376||CM - Casas Bahia Mobile|09/08/2018|21|microondas|407|2018-08-14 15:54:25.0000000
2377||CM - Casas Bahia Mobile|09/08/2018|21|geladeira frost free|567|2018-08-14 15:54:25.0000000
2378||CM - Casas Bahia Mobile|09/08/2018|21|painel para tv|445|2018-08-14 15:54:25.0000000
2379||CM - Casas Bahia Mobile|09/08/2018|21|iphone|361|2018-08-14 15:54:25.0000000
2380||CM - Casas Bahia Mobile|09/08/2018|21|notebook|268|2018-08-14 15:54:25.0000000
2381||CM - Casas Bahia Mobile|09/08/2018|22|guarda roupa|683|2018-08-14 15:54:25.0000000
2382||CM - Casas Bahia Mobile|09/08/2018|22|smart tv|520|2018-08-14 15:54:25.0000000
2383||CM - Casas Bahia Mobile|09/08/2018|22|celular|382|2018-08-14 15:54:25.0000000
2384||CM - Casas Bahia Mobile|09/08/2018|22|cama box casal|346|2018-08-14 15:54:25.0000000
2385||CM - Casas Bahia Mobile|09/08/2018|22|geladeira|373|2018-08-14 15:54:25.0000000
2386||CM - Casas Bahia Mobile|09/08/2018|22|microondas|303|2018-08-14 15:54:25.0000000
2387||CM - Casas Bahia Mobile|09/08/2018|22|geladeira frost free|465|2018-08-14 15:54:25.0000000
2388||CM - Casas Bahia Mobile|09/08/2018|22|painel para tv|343|2018-08-14 15:54:25.0000000
2389||CM - Casas Bahia Mobile|09/08/2018|22|iphone|321|2018-08-14 15:54:25.0000000
2390||CM - Casas Bahia Mobile|09/08/2018|22|notebook|328|2018-08-14 15:54:25.0000000
2391||CM - Casas Bahia Mobile|09/08/2018|23|guarda roupa|623|2018-08-14 15:54:25.0000000
2392||CM - Casas Bahia Mobile|09/08/2018|23|smart tv|320|2018-08-14 15:54:25.0000000
2393||CM - Casas Bahia Mobile|09/08/2018|23|celular|249|2018-08-14 15:54:25.0000000
2394||CM - Casas Bahia Mobile|09/08/2018|23|cama box casal|355|2018-08-14 15:54:25.0000000
2395||CM - Casas Bahia Mobile|09/08/2018|23|geladeira|271|2018-08-14 15:54:25.0000000
2396||CM - Casas Bahia Mobile|09/08/2018|23|microondas|216|2018-08-14 15:54:25.0000000
2397||CM - Casas Bahia Mobile|09/08/2018|23|geladeira frost free|203|2018-08-14 15:54:25.0000000
2398||CM - Casas Bahia Mobile|09/08/2018|23|painel para tv|277|2018-08-14 15:54:25.0000000
2399||CM - Casas Bahia Mobile|09/08/2018|23|iphone|272|2018-08-14 15:54:25.0000000
2400||CM - Casas Bahia Mobile|09/08/2018|23|notebook|243|2018-08-14 15:54:25.0000000
2401||EM - Extra Mobile|09/08/2018|0|extra-online|24|2018-08-14 15:54:31.0000000
2402||EM - Extra Mobile|09/08/2018|0|cadastro-clube-extra|53|2018-08-14 15:54:31.0000000
2403||EM - Extra Mobile|09/08/2018|0|smart tv|29|2018-08-14 15:54:31.0000000
2404||EM - Extra Mobile|09/08/2018|0|microondas|58|2018-08-14 15:54:31.0000000
2405||EM - Extra Mobile|09/08/2018|0|notebook|25|2018-08-14 15:54:31.0000000
2406||EM - Extra Mobile|09/08/2018|0|cerveja|26|2018-08-14 15:54:31.0000000
2407||EM - Extra Mobile|09/08/2018|0|pneu aro 14|20|2018-08-14 15:54:31.0000000
2408||EM - Extra Mobile|09/08/2018|0|fritadeira eletrica sem oleo|11|2018-08-14 15:54:31.0000000
2409||EM - Extra Mobile|09/08/2018|0|extra-supermercados|14|2018-08-14 15:54:31.0000000
2410||EM - Extra Mobile|09/08/2018|0|tv|26|2018-08-14 15:54:31.0000000
2411||EM - Extra Mobile|09/08/2018|1|extra-online|19|2018-08-14 15:54:31.0000000
2412||EM - Extra Mobile|09/08/2018|1|cadastro-clube-extra|20|2018-08-14 15:54:31.0000000
2413||EM - Extra Mobile|09/08/2018|1|smart tv|6|2018-08-14 15:54:31.0000000
2414||EM - Extra Mobile|09/08/2018|1|microondas|15|2018-08-14 15:54:31.0000000
2415||EM - Extra Mobile|09/08/2018|1|notebook|14|2018-08-14 15:54:31.0000000
2416||EM - Extra Mobile|09/08/2018|1|cerveja|8|2018-08-14 15:54:31.0000000
2417||EM - Extra Mobile|09/08/2018|1|pneu aro 14|11|2018-08-14 15:54:31.0000000
2418||EM - Extra Mobile|09/08/2018|1|fritadeira eletrica sem oleo|3|2018-08-14 15:54:31.0000000
2419||EM - Extra Mobile|09/08/2018|1|extra-supermercados|9|2018-08-14 15:54:31.0000000
2420||EM - Extra Mobile|09/08/2018|1|tv|13|2018-08-14 15:54:31.0000000
2421||EM - Extra Mobile|09/08/2018|2|extra-online|7|2018-08-14 15:54:31.0000000
2422||EM - Extra Mobile|09/08/2018|2|cadastro-clube-extra|2|2018-08-14 15:54:31.0000000
2423||EM - Extra Mobile|09/08/2018|2|smart tv|7|2018-08-14 15:54:31.0000000
2424||EM - Extra Mobile|09/08/2018|2|microondas|8|2018-08-14 15:54:31.0000000
2425||EM - Extra Mobile|09/08/2018|2|notebook|11|2018-08-14 15:54:31.0000000
2426||EM - Extra Mobile|09/08/2018|2|cerveja|6|2018-08-14 15:54:31.0000000
2427||EM - Extra Mobile|09/08/2018|2|pneu aro 14|20|2018-08-14 15:54:31.0000000
2428||EM - Extra Mobile|09/08/2018|2|fritadeira eletrica sem oleo|5|2018-08-14 15:54:31.0000000
2429||EM - Extra Mobile|09/08/2018|2|extra-supermercados|4|2018-08-14 15:54:31.0000000
2430||EM - Extra Mobile|09/08/2018|2|tv|1|2018-08-14 15:54:31.0000000
2431||EM - Extra Mobile|09/08/2018|3|extra-online|7|2018-08-14 15:54:31.0000000
2432||EM - Extra Mobile|09/08/2018|3|cadastro-clube-extra|6|2018-08-14 15:54:31.0000000
2433||EM - Extra Mobile|09/08/2018|3|smart tv|1|2018-08-14 15:54:31.0000000
2434||EM - Extra Mobile|09/08/2018|3|microondas|0|2018-08-14 15:54:31.0000000
2435||EM - Extra Mobile|09/08/2018|3|notebook|12|2018-08-14 15:54:31.0000000
2436||EM - Extra Mobile|09/08/2018|3|cerveja|6|2018-08-14 15:54:31.0000000
2437||EM - Extra Mobile|09/08/2018|3|pneu aro 14|8|2018-08-14 15:54:31.0000000
2438||EM - Extra Mobile|09/08/2018|3|fritadeira eletrica sem oleo|7|2018-08-14 15:54:31.0000000
2439||EM - Extra Mobile|09/08/2018|3|extra-supermercados|3|2018-08-14 15:54:31.0000000
2440||EM - Extra Mobile|09/08/2018|3|tv|0|2018-08-14 15:54:31.0000000
